Symbol,Name,IndustryCode,Industry,Symbol_kor
GCT,GigaCloud Technology Inc,57201030.0,온라인 서비스,기가클라우드 테크놀로지
MOMO,Hello Group Inc ADR,57201020.0,소프트웨어,헬로 그룹 ADR
NRDS,NerdWallet Inc,55101030.0,소비자 대출,너드월렛
GIII,G-III Apparel Group Ltd,53202020.0,의류 및 액세서리,G-III 어패럴 그룹
ARQT,Arcutis Biotherapeutics Inc,56202010.0,생명 공학 및 의학 연구,아커티스 바이오테라퓨틱스
BMBL,Bumble Inc,57201030.0,온라인 서비스,범블
EVGO,EVgo Inc,59101010.0,전력 유틸리티,EV고
FDMT,4D Molecular Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,4D 몰레큘러 테라퓨틱스
FORTY,Formula Systems 1985 Ltd ADR,57201010.0,IT 서비스 및 컨설팅,포뮬러 시스템즈 1985 ADR
RBCAA,Republic Bancorp Inc,55101010.0,은행,리퍼블릭 뱅코프
PEBO,Peoples Bancorp Inc,55101010.0,은행,피플스 뱅코프
GABC,German American Bancorp Inc,55101010.0,은행,저먼 아메리칸 뱅코프
GOGO,Gogo Inc,57401020.0,무선 통신 서비스,고고
ROOT,Root Inc,55301020.0,손해보험,루트
RLAY,Relay Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,릴레이 테라퓨틱스
AUTL,Autolus Therapeutics PLC ADR,56202010.0,생명 공학 및 의학 연구,오토러스 테라퓨틱스 ADR
ULH,Universal Logistics Holdings Inc,52405030.0,지상 화물 및 물류,유니버설 로지스틱스 홀딩스
ECPG,Encore Capital Group Inc,55101050.0,기업 금융 서비스,앙코어 캐피털 그룹
SCSC,Scansource Inc,57106010.0,컴퓨터 하드웨어,스캔소스
OLPX,Olaplex Holdings Inc,54201020.0,개인 생활 필수 용품,올라플렉스 홀딩스
BCYC,Bicycle Therapeutics PLC ADR,56202010.0,생명 공학 및 의학 연구,바이시클 테라퓨틱스 ADR
SHLS,Shoals Technologies Group Inc,52102030.0,전기 부품 및 장비,숄즈 테크놀로지스 그룹
QCRH,QCR Holdings Inc,55101010.0,은행,QCR 홀딩스
WOOF,Petco Health and Wellness Company Inc,53403090.0,기타 전문 소매,펫코 헬스 앤 웰니스 컴퍼니
PLYA,Playa Hotels & Resorts NV,53301010.0,"호텔, 모텔 및 크루즈 라인",플레이야 호텔 & 리조트
PFBC,Preferred Bank,55101010.0,은행,프리퍼드 은행
DCBO,Docebo Inc,57201020.0,소프트웨어,도세보
ANGI,Angi Inc,57201030.0,온라인 서비스,앤지
SEAT,Vivid Seats Inc,57201030.0,온라인 서비스,비비드 싯츠
JBSS,John B Sanfilippo & Son Inc,54102020.0,식품 가공,존 비 샌필리포 & 선
ELVN,Enliven Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,인라이븐 테라퓨틱스
TRS,TriMas Corp,51302010.0,용기(종이 제외) 및 포장재,트리마스
HDL,Super Hi International Holding Ltd ADR,53301020.0,레스토랑 및 바,슈퍼 하이 인터내셔널 홀딩 ADR
EYE,National Vision Holdings Inc,53403090.0,기타 전문 소매,내셔널 비전 홀딩스
GSM,Ferroglobe PLC,51201050.0,특수 채굴 및 금속,페로글로브
MSEX,Middlesex Water Co,59103010.0,수자원 유틸리티,미들섹스 워터
SSRM,SSR Mining Inc,51201060.0,금,SSR 마이닝
NN,NextNav Inc,57106020.0,전화 및 소형 장치,넥스트나브
MDXG,MiMedx Group Inc,56202010.0,생명 공학 및 의학 연구,미메드엑스 그룹
GPRE,Green Plains Inc,50201020.0,재생 가능 연료,그린 플레인스
SPRY,ARS Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,ARS 파마슈티컬스
OCFC,OceanFirst Financial Corp,55101010.0,은행,오션퍼스트 파이낸셜
CSIQ,Canadian Solar Inc,50201010.0,재생 가능 에너지 장비 및 서비스,캐나디안 솔라
OPRA,Opera Ltd ADR,57201020.0,소프트웨어,오페라 ADR
INVA,Innoviva Inc,56201040.0,제약,이노비바
JACK,Jack in the Box Inc,53301020.0,레스토랑 및 바,잭 인 더 박스
SCHL,Scholastic Corp,53302040.0,소비자 출판,스콜라스틱
IRWD,Ironwood Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,아이언우드 파마슈티컬스
SCVL,Shoe Carnival Inc,53403040.0,의류 및 액세서리 소매,슈 카니발
CNTA,Centessa Pharmaceuticals PLC ADR,56202010.0,생명 공학 및 의학 연구,센테사 파마슈티컬스 ADR
SILK,Silk Road Medical Inc,56101020.0,"의료 장비, 물품 및 유통",실크로드 메디컬
REAX,Real Brokerage Inc,60101020.0,부동산 서비스,리얼 브로커리지
AMSC,American Superconductor Corp,52102030.0,전기 부품 및 장비,아메리칸 수퍼컨덕터
SHEN,Shenandoah Telecommunications Co,57401010.0,통합 통신 서비스,셰넌도어 텔레커뮤니케이션스
CMCO,Columbus McKinnon Corp,52102020.0,중장비 및 차량,컬럼버스 매키넌
PUBM,PubMatic Inc,57201020.0,소프트웨어,퍼브매틱
CGEM,Cullinan Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,컬리넌 테라퓨틱스
CRSR,Corsair Gaming Inc,57106010.0,컴퓨터 하드웨어,커세어 게이밍
TYRA,Tyra Biosciences Inc,56202010.0,생명 공학 및 의학 연구,타이라 바이오사이언시스
XPEL,Xpel Inc,53101020.0,"자동차, 트럭 및 오토바이 부품",엑스펠
HEPS,D Market Elektronik Hizmetler ve Ticaret AS ADR,53402010.0,백화점,디 마켓 일렉트로시티 ADR
TNGX,Tango Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,탱고 테라퓨틱스
PGY,Pagaya Technologies Ltd,57301010.0,핀테크,파가야 테크놀로지스
BLFS,BioLife Solutions Inc,56101020.0,"의료 장비, 물품 및 유통",바이오라이프 솔루션스
TARS,Tarsus Pharmaceuticals Inc,56201040.0,제약,타서스 파마슈티컬스
CECO,CECO Environmental Corp,52203010.0,환경 서비스 및 장비,CECO 인바이런먼털
PLSE,Pulse Biosciences Inc,56101010.0,첨단 의료 장비 및 기술,펄스 바이오사이언스
HUMA,Humacyte Inc,56202010.0,생명 공학 및 의학 연구,휴마사이트
LBRDA,Liberty Broadband Corp Series A,53302020.0,방송,리버티 브로드밴드 시리즈 A
KARO,Karooooo Ltd,57201010.0,IT 서비스 및 컨설팅,카루
ATSG,Air Transport Services Group Inc,52405010.0,"배달, 우편, 항공 화물 및 육상 물류",에어 트랜스포트 서비스 그룹
COLL,Collegium Pharmaceutical Inc,56201040.0,제약,콜레지움 파마슈티컬
HIBB,Hibbett Inc,53403040.0,의류 및 액세서리 소매,히벳
CALT,Calliditas Therapeutics AB ADR,56201040.0,제약,칼리다타스 테라퓨틱스 ADR
CBRL,Cracker Barrel Old Country Store Inc,53301020.0,레스토랑 및 바,크래커 배럴 올드 컨트리 스토어
SBGI,Sinclair Inc,53302020.0,방송,싱클레어 브로드캐스트 그룹
HTLD,Heartland Express Inc,52405030.0,지상 화물 및 물류,하트랜드 익스프레스
MFIC,MidCap Financial Investment Corp,55102020.0,투자 관리 및 펀드 운영,미드캡 파이낸셜 인베스트먼트
FSUN,Firstsun Capital Bancorp,55101010.0,은행,퍼스트선 캐피털 뱅코프
SVC,Service Properties Trust,60102040.0,특수 REITs,서비스 프로퍼티스 트러스트
PCT,Purecycle Technologies Inc,52203010.0,환경 서비스 및 장비,퓨어사이클 테크놀러지
RDFN,Redfin Corp,60101020.0,부동산 서비스,레드핀
TBLA,Taboola.com Ltd,57201020.0,소프트웨어,타불라닷컴
TWKS,Thoughtworks Holding Inc,57201010.0,IT 서비스 및 컨설팅,소트웍스 홀딩
AMPL,Amplitude Inc,57201020.0,소프트웨어,앰플리튜드
QNST,Quinstreet Inc,57201030.0,온라인 서비스,퀸스트리트
ABCL,Abcellera Biologics Inc,56202010.0,생명 공학 및 의학 연구,앱셀레라 바이오로직스
OPK,OPKO Health Inc,56102010.0,의료 시설 및 서비스,옵코 헬스
PHVS,Pharvaris NV,56202010.0,생명 공학 및 의학 연구,파바비스 NV
CVII,Churchill Capital Corp VII,55601010.0,투자 지주 회사,처칠 캐피털 VII
FIP,Ftai Infrastructure Inc,52405030.0,지상 화물 및 물류,FTAI 인프라스트럭처
RPAY,Repay Holdings Corp,52203040.0,경영 지원 서비스,리페이 홀딩스
PCRX,Pacira Biosciences Inc,56201040.0,제약,파시라 바이오사이언스
VRDN,Viridian Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,비리디안 테라퓨틱스
LLYVA,Liberty Media Corp Series A,53302020.0,방송,리버티 미디어 Series A
TILE,Interface Inc,53204040.0,가정용 가구,인터페이스
AMAL,Amalgamated Bank,55101010.0,은행,아말게이티드 뱅크
TTGT,TechTarget Inc,57201010.0,IT 서비스 및 컨설팅,테크타겟
DCOM,Dime Community Bancshares Inc,55101010.0,은행,다임 커뮤니티 뱅크셰어스
RAPP,Rapport Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,라포르 테라퓨틱스
CDNA,CareDx Inc,56202010.0,생명 공학 및 의학 연구,케어Dx
SLN,Silence Therapeutics PLC ADR,56202010.0,생명 공학 및 의학 연구,사일런스 테라퓨틱스 ADR
SBSI,Southside Bancshares Inc,55101010.0,은행,사우스사이드 뱅크셰어스
FWRG,First Watch Restaurant Group Inc,53301020.0,레스토랑 및 바,퍼스트 와치 레스토랑 그룹
ALGT,Allegiant Travel Co,52406010.0,항공사,얼리전트 트래블
IMOS,ChipMOS Technologies Inc ADR,57101020.0,반도체 장비 및 테스트,칩모스 테크놀로지스 ADR
PRAX,Praxis Precision Medicines Inc,56202010.0,생명 공학 및 의학 연구,프락시스 프리시젼 메디신
ANAB,AnaptysBio Inc,56202010.0,생명 공학 및 의학 연구,어냅티스바이오
TH,Target Hospitality Corp,53301010.0,"호텔, 모텔 및 크루즈 라인",타겟 호스피탈리티
HSTM,HealthStream Inc,57201020.0,소프트웨어,헬스스트림
CRON,Cronos Group Inc,56201040.0,제약,크로노스 그룹
BASE,Couchbase Inc,57201020.0,소프트웨어,카우치베이스
TCPC,BlackRock TCP Capital Corp,55102020.0,투자 관리 및 펀드 운영,블랙록 TCP 캐피털
CGBD,Carlyle Secured Lending Inc,55101050.0,기업 금융 서비스,칼라일 시큐어드 렌딩
UNIT,Uniti Group Inc,60102040.0,특수 REITs,유니티 그룹
EH,EHang Holdings Ltd ADR,52101010.0,항공우주 및 방위,이항 홀딩스 ADR
DGII,Digi International Inc,57102010.0,통신 및 네트워킹,디지 인터내셔널
PRAA,PRA Group Inc,55101050.0,기업 금융 서비스,PRA 그룹
DH,Definitive Healthcare Corp,57201020.0,소프트웨어,데피니티브 헬스케어
CPLP,Capital Product Partners Units,50103030.0,오일 및 가스 수송 서비스,Capital Product Partners Units
BFC,Bank First Corp,55101010.0,은행,뱅크 퍼스트
APLD,Applied Digital Corp,57301030.0,블록 체인 및 암호화폐,어플라이드 디지털
WEST,Westrock Coffee Co,54102020.0,식품 가공,웨스트락 커피
ULCC,Frontier Group Holdings Inc,52406010.0,항공사,프론티어 그룹 홀딩스
LQDA,Liquidia Corp,56201040.0,제약,리퀴디아
COGT,Cogent Biosciences Inc,56202010.0,생명 공학 및 의학 연구,코젠트 바이오사이언시스
ETNB,89Bio Inc,56202010.0,생명 공학 및 의학 연구,89바이오
LAZR,Luminar Technologies Inc,53101020.0,"자동차, 트럭 및 오토바이 부품",루미나 테크놀로지스
AMSF,Amerisafe Inc,55301020.0,손해보험,아메리세이프
BRKL,Brookline Bancorp Inc,55101010.0,은행,브루클라인 뱅코프
GDYN,Grid Dynamics Holdings Inc,57201010.0,IT 서비스 및 컨설팅,그리드 다이나믹 홀딩스
FMBH,First Mid Bancshares Inc,55101010.0,은행,퍼스트미드 뱅크셰어스
GDEN,Golden Entertainment Inc,53301030.0,카지노 및 도박,골든 엔터테인먼트
CTBI,Community Trust Bancorp Inc,55101010.0,은행,커뮤니티 트러스트 뱅코프
BBSI,Barrett Business Services Inc,52203030.0,고용 서비스,바렛 비지니스 서비스
PARAA,Paramount Global Class A,53302020.0,방송,파라마운트 글로벌 Class A
PFC,Premier Financial Corp (OHIO),55101010.0,은행,프리미어 파이낸셜
HROW,Harrow Inc,56201040.0,제약,해로우
ASTL,Algoma Steel Group Inc,51201020.0,철 및 강철,알고마 스틸 그룹
CRML,Critical Metals Corp,51201050.0,특수 채굴 및 금속,크리티컬 메탈스
BHRB,Burke & Herbert Bank & Trust Co,55101010.0,은행,버크 & 허버트 뱅크 & 트러스트
SLRC,SLR Investment Corp,55501030.0,폐쇄형 펀드,SLR 인베스트먼트
CHI,Calamos Convertible Opportunities and Income Closed Fund,55501030.0,폐쇄형 펀드,Calamos Convertible Opportunities and Income Closed Fund
CFB,CrossFirst Bankshares Inc,55101010.0,은행,크로스퍼스트 뱅크셰어
CTKB,Cytek Biosciences Inc,56101010.0,첨단 의료 장비 및 기술,사이텍 바이오사이언시스
CHY,Calamos Convertible and High Income Closed Fund,55501030.0,폐쇄형 펀드,Calamos Convertible and High Income Closed Fund
WGS,GeneDx Holdings Corp,56102010.0,의료 시설 및 서비스,진디엑스 홀딩스
BJRI,BJ's Restaurants Inc,53301020.0,레스토랑 및 바,비제이스 레스토랑
CNOB,ConnectOne Bancorp Inc,55101010.0,은행,커넥트원 뱅코프
HCSG,Healthcare Services Group Inc,52203040.0,경영 지원 서비스,헬스케어 서비스 그룹
ERII,Energy Recovery Inc,52102010.0,산업용 기계 및 장비,에너지 리커버리
SLP,Simulations Plus Inc,56101010.0,첨단 의료 장비 및 기술,시뮬레이션스 플러스
LAB,Standard BioTools Inc,56101010.0,첨단 의료 장비 및 기술,스탠다드 바이오툴즈
CLOV,Clover Health Investments Corp,56102020.0,의료 관리,클로버 헬스 인베스트먼츠
MATW,Matthews International Corp,54201020.0,개인 생활 필수 용품,매튜스 인터내셔널
NYAX,Nayax Ltd,57301090.0,기타 핀테크 인프라,나약스
MESO,Mesoblast Ltd ADR,56202010.0,생명 공학 및 의학 연구,메조블라스트 ADR
KIDS,OrthoPediatrics Corp,56101020.0,"의료 장비, 물품 및 유통",오쏘피디아트릭스
AMRK,A-Mark Precious Metals Inc,51201010.0,금 제외 귀금속 및 광물,A-마크 프레셔스 메탈스
IMNM,Immunome Inc,56202010.0,생명 공학 및 의학 연구,이뮤놈
WRLD,World Acceptance Corp,55101030.0,소비자 대출,월드 억셉턴스
ABVX,Abivax SA ADR,56202010.0,생명 공학 및 의학 연구,아비백스 ADR
AUPH,Aurinia Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,오리니아 파마슈티컬스
NVTS,Navitas Semiconductor Corp,57101010.0,반도체,나비타스 세미컨덕터
CFFN,Capitol Federal Financial Inc,55101010.0,은행,캐피톨 페더럴 파이낸셜
RMR,RMR Group Inc,60101020.0,부동산 서비스,RMR 그룹
MNTK,Montauk Renewables Inc,59101010.0,전력 유틸리티,몬탁 리뉴어블스
EVER,EverQuote Inc,57201030.0,온라인 서비스,에버쿼트
DXPE,DXP Enterprises Inc,52102010.0,산업용 기계 및 장비,DXP 엔터프라이지스
CVAC,CureVac NV,56202010.0,생명 공학 및 의학 연구,큐어백
PNTG,Pennant Group Inc,56102010.0,의료 시설 및 서비스,페넌트 그룹
CNDT,Conduent Inc,57201010.0,IT 서비스 및 컨설팅,컨듀언트
INNV,InnovAge Holding Corp,56102010.0,의료 시설 및 서비스,이노베이지 홀딩
DNTH,Dianthus Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,다이안서스 테라퓨틱스
CRGX,CARGO Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,카고 테라퓨틱스
DHC,Diversified Healthcare Trust,60102040.0,특수 REITs,다이버시파이드 헬스케어
OLMA,Olema Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,올레마 파마슈티컬
ATRI,Atrion Corp,56101020.0,"의료 장비, 물품 및 유통",에이트리언
MBWM,Mercantile Bank Corp,55101010.0,은행,머컨틸 은행
IIIV,I3 Verticals Inc,57301010.0,핀테크,I3 버티칼스
LPRO,Open Lending Corp,52203070.0,전문 정보 서비스,오픈 렌딩
SVRA,Savara Inc,56202010.0,생명 공학 및 의학 연구,사바라
FUFU,BitFuFu Inc,57301030.0,블록 체인 및 암호화폐,빗푸푸
PLRX,Pliant Therapeutics Inc,56201040.0,제약,플리언트 테라퓨틱스
LXRX,Lexicon Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,렉시콘 파마슈티컬스
EU,enCore Energy Corp,50301010.0,우라늄,엔코어 에너지
MRNO,Murano Global Investments Plc,60101010.0,"부동산 임대, 개발 및 운영",무라노 글로벌 인베스트먼츠
PRME,Prime Medicine Inc,56202010.0,생명 공학 및 의학 연구,프라임 메디슨
SDA,SunCar Technology Group Inc,54201030.0,개인 서비스,선카 테크놀로지 그룹
UVSP,Univest Financial Corp,55101010.0,은행,유니베스트 파이낸셜
MBUU,Malibu Boats Inc,53205020.0,오락용 제품,말리부 보츠
FCBC,First Community Bankshares Inc,55101010.0,은행,퍼스트 커뮤니티 뱅크셰어스
EMBC,Embecta Corp,56101020.0,"의료 장비, 물품 및 유통",엠백타
TVTX,Travere Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,트래버 테라퓨틱스
AVO,Mission Produce Inc,54102010.0,어업 및 농업,미션 프로듀스
ASTE,Astec Industries Inc,52102020.0,중장비 및 차량,아스텍 인더스트리스
ATEX,Anterix Inc,57401020.0,무선 통신 서비스,안테릭스
PAHC,Phibro Animal Health Corp,56201040.0,제약,피브로 애니멀 헬스
CGC,Canopy Growth Corp,56201040.0,제약,캐노피 그로스
HAYN,Haynes International Inc,51201020.0,철 및 강철,헤인스 인터내셔널
ERAS,Erasca Inc,56202010.0,생명 공학 및 의학 연구,이래스카
RUSHB,Rush Enterprises Inc Class B,53403010.0,"자동차 차량, 부품 및 서비스 소매",러시 엔터프라이즈 Class B
RDWR,Radware Ltd,57201020.0,소프트웨어,라드웨어
MNRO,Monro Inc,53403010.0,"자동차 차량, 부품 및 서비스 소매",먼로
LESL,Leslie's Inc,53403090.0,기타 전문 소매,레슬리즈
NBBK,NB Bancorp Inc,55101010.0,은행,NB 뱅코프
OSBC,Old Second Bancorp Inc,55101010.0,은행,올드 세컨드 뱅코프
HBT,HBT Financial Inc,55101010.0,은행,HBT 파이낸셜
XMTR,Xometry Inc,57201010.0,IT 서비스 및 컨설팅,조메트리
EOLS,Evolus Inc,56201040.0,제약,에볼러스
OPAL,Opal Fuels Inc,50102020.0,"오일, 가스 탐사 및 생산",오팔 퓨얼
GSBC,Great Southern Bancorp Inc,55101010.0,은행,그레이트 서던 뱅코프
ARKO,Arko Corp.,50102030.0,"오일, 가스 정제 및 마케팅",아르코
HFWA,Heritage Financial Corp,55101010.0,은행,헤리티지 파이낸셜
AVAH,Aveanna Healthcare Holdings Inc,56102010.0,의료 시설 및 서비스,애비애나 헬스케어 홀딩스
BLDP,Ballard Power Systems Inc,50201010.0,재생 가능 에너지 장비 및 서비스,발라드 파워 시스템즈
KRNT,Kornit Digital Ltd,52102010.0,산업용 기계 및 장비,코닛 디지털
SAGE,SAGE Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,세이지 테라퓨틱스
KELYA,Kelly Services Inc Class A,52203030.0,고용 서비스,켈리 서비스 Class A
BELFB,Bel Fuse Inc Class B,57104010.0,전자 장비 및 부품,벨 퓨즈 Class B
IGIC,International General Insurance Holdings Ltd,55301020.0,손해보험,인터내셔널 제네럴 인슈런스 홀딩스
BIOX,Bioceres Crop Solutions Corp,51101020.0,농화학제,바이오케레스 크랍 솔루션즈
WVE,WAVE Life Sciences Ltd,56202010.0,생명 공학 및 의학 연구,웨이브 라이프 사이언스
MCBS,Metrocity Bankshares Inc,55101010.0,은행,메트로시티 뱅크셰어즈
HA,Hawaiian Holdings Inc,52406010.0,항공사,하와이안 홀딩스
PTLO,Portillos Inc,53301020.0,레스토랑 및 바,포틸로스
ZYME,Zymeworks Inc,56202010.0,생명 공학 및 의학 연구,자임웍스
DMRC,Digimarc Corp,57201020.0,소프트웨어,디지마크
TREE,Lendingtree Inc,55101030.0,소비자 대출,렌딩트리
SRRK,Scholar Rock Holding Corp,56202010.0,생명 공학 및 의학 연구,스칼러 락 홀딩
ABUS,Arbutus Biopharma Corp,56202010.0,생명 공학 및 의학 연구,아버터스 바이오파마
REPL,Replimune Group Inc,56202010.0,생명 공학 및 의학 연구,레플리뮨 그룹
STOK,Stoke Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,스토케 테라퓨틱스
ALLO,Allogene Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,알로진 테라퓨틱스
CCAP,Crescent Capital BDC Inc,55501030.0,폐쇄형 펀드,크레센트 캐피탈 BDC
GTI,Graphjet Technology,52102030.0,전기 부품 및 장비,그래프젯 테크놀로지
SWBI,Smith & Wesson Brands Inc,53205020.0,오락용 제품,스미스&웨슨 브랜드
PHAT,Phathom Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,팬텀 파마슈티컬스
CCB,Coastal Financial Corp (EVERETT),55101010.0,은행,코스탈 파이낸셜
URGN,Urogen Pharma Ltd,56202010.0,생명 공학 및 의학 연구,우로젠 파마
TIGR,UP Fintech Holding Ltd ADR,55102010.0,투자 은행 및 중개 서비스,업 핀테크 홀딩스 ADR
MLYS,Mineralys Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,미네랄리스 테라퓨틱스
ORIC,Oric Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,오릭 파마슈티컬스
DSP,Viant Technology Inc,57201020.0,소프트웨어,바이안트 테크놀로지
GRPN,Groupon Inc,53402020.0,할인점,그루폰
LMB,Limbach Holdings Inc,52201020.0,건설 및 엔지니어링,림바흐 홀딩스
DAKT,Daktronics Inc,57104010.0,전자 장비 및 부품,닥트로닉스
FLWS,1-800-Flowers.Com Inc,53403090.0,기타 전문 소매,1-800 플라워스닷컴
SIBN,SI-BONE Inc,56101020.0,"의료 장비, 물품 및 유통",시-본
IGMS,IGM Biosciences Inc,56202010.0,생명 공학 및 의학 연구,IGM 바이오사이언스
HSII,Heidrick & Struggles International Inc,52203030.0,고용 서비스,하이드릭 & 스트러글스 인터내셔널
TRIN,Trinity Capital Inc,55102020.0,투자 관리 및 펀드 운영,트리니티 캐피탈
FLGT,Fulgent Genetics Inc,56102010.0,의료 시설 및 서비스,펄젠트 제네틱스
HAIN,Hain Celestial Group Inc,54102020.0,식품 가공,하인 셀레셜 그룹
EGBN,Eagle Bancorp Inc,55101010.0,은행,이글 뱅코프
IMXI,International Money Express Inc,52203040.0,경영 지원 서비스,인터내셔널 머니 익스프레스
CVLG,Covenant Logistics Group Inc,52405030.0,지상 화물 및 물류,코버넌트 로지스틱 그룹
SPTN,SpartanNash Co,54301020.0,식품 소매 및 유통,스파르탄내시
SLRN,ACELYRIN Inc,56202010.0,생명 공학 및 의학 연구,엑세러린
NNE,Nano Nuclear Energy Inc,59101010.0,전력 유틸리티,나노 뉴클리어 에너지
METC,Ramaco Resources Inc Class A,51201020.0,철 및 강철,라마코 리소시스 Class A
SCWX,SecureWorks Corp,57201010.0,IT 서비스 및 컨설팅,시큐어웍스
TIPT,Tiptree Inc,55601010.0,투자 지주 회사,팁트리
THRY,Thryv Holdings Inc,53302010.0,광고 및 마케팅,쓰리브 홀딩스
HCKT,Hackett Group Inc,52203040.0,경영 지원 서비스,해켓 그룹
RBBN,Ribbon Communications Inc,57102010.0,통신 및 네트워킹,리본 커뮤니케이션
SNCY,Sun Country Airlines Holdings Inc,52406010.0,항공사,선 컨트리 에어라인즈 홀딩스
KC,Kingsoft Cloud Holdings Ltd ADR,57201010.0,IT 서비스 및 컨설팅,킹소프트 클라우드 홀딩스 ADR
IBCP,Independent Bank Corp (Michigan),55101010.0,은행,인디펜던트 뱅크 (미시건)
HBNC,Horizon Bancorp Inc,55101010.0,은행,호라이즌 뱅코프
PETQ,PetIQ Inc,56201040.0,제약,펫아이큐
FWRD,Forward Air Corp,52405010.0,"배달, 우편, 항공 화물 및 육상 물류",포워드 에어
AVBP,Arrivent Biopharma Inc,56202010.0,생명 공학 및 의학 연구,어라이번트 바이오파마
SSYS,Stratasys Ltd,57104010.0,전자 장비 및 부품,스트라타시스
RGNX,Regenxbio Inc,56202010.0,생명 공학 및 의학 연구,리젠엑스바이오
ARCT,Arcturus Therapeutics Holdings Inc,56202010.0,생명 공학 및 의학 연구,아크투루스 테라퓨틱스 홀딩스
PROK,ProKidney Corp,56202010.0,생명 공학 및 의학 연구,프로키드니
ATRO,Astronics Corp,52101010.0,항공우주 및 방위,아스트로닉스
STKL,Sunopta Inc,54102020.0,식품 가공,선옵타
APLT,Applied Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,어플라이드 테라퓨틱스
SVA,Sinovac Biotech Ltd,56201040.0,제약,시노백 바이오테크
SLAMU,Slam Units,55601010.0,투자 지주 회사,Slam Units
LRMR,Larimar Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,라리마 테라퓨틱스
BIGC,Bigcommerce Holdings Inc,57201020.0,소프트웨어,빅커머스 홀딩스
LEGH,Legacy Housing Corp,53203010.0,주택 건설,레가시 하우징
ABL,Abacus Life Inc,55301010.0,복합보험 및 중개인,아바쿠스 라이프
ADPT,Adaptive Biotechnologies Corp,56202010.0,생명 공학 및 의학 연구,어댑티브 바이오테크놀러지
SIGA,SIGA Technologies Inc,56201040.0,제약,시가 테크놀로지스
ADSE,Ads-Tec Energy PLC,57201010.0,IT 서비스 및 컨설팅,애즈-테크 에너지
KALV,Kalvista Pharmaceuticals Inc,56201040.0,제약,칼비스타 파머수티컬스
CELC,Celcuity Inc,56202010.0,생명 공학 및 의학 연구,셀큐이티
VMEO,Vimeo Inc,57201020.0,소프트웨어,비메오
LQDT,Liquidity Services Inc,57201030.0,온라인 서비스,리퀴디티 서비스
TRDA,Entrada Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,엔트라다 테라퓨틱스
VERV,Verve Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,버브 테라퓨틱스
CRBP,Corbus Pharmaceuticals Holdings Inc,56202010.0,생명 공학 및 의학 연구,코버스 파마슈티컬스 홀딩스
CASS,Cass Information Systems Inc,52203040.0,경영 지원 서비스,캐스 인포메이션 시스템즈
PLPC,Preformed Line Products Co,52102030.0,전기 부품 및 장비,프리폼드 라인 프로덕츠
TRST,TrustCo Bank Corp NY,55101010.0,은행,트러스트코 은행 N Y
TERN,Terns Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,턴스 파마슈티컬스
ATXS,Astria Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,아스트리아 테라퓨틱스
CMPO,CompoSecure Inc,52203040.0,경영 지원 서비스,콤포시큐어
ITOS,Iteos Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,아이테오스 테라퓨틱스
BWMN,Bowman Consulting Group Ltd,52201020.0,건설 및 엔지니어링,보우만 컨설팅 그룹
ANNX,Annexon Inc,56202010.0,생명 공학 및 의학 연구,아넥슨
QTRX,Quanterix Corp,56101010.0,첨단 의료 장비 및 기술,퀀테릭스
KRUS,Kura Sushi USA Inc,53301020.0,레스토랑 및 바,쿠라 스시 USA
SAVA,Cassava Sciences Inc,56202010.0,생명 공학 및 의학 연구,카사바 사이언스
ALMS,Alumis Inc,56202010.0,생명 공학 및 의학 연구,알루미스
OTLY,Oatly Group AB (publ) ADR,54102020.0,식품 가공,오틀리 그룹 AB ADR
LVRO,Lavoro Ltd,51101020.0,농화학제,라보로
HTBK,Heritage Commerce Corp,55101010.0,은행,헤리티지 커머스
NYMT,New York Mortgage Trust Inc,60102040.0,특수 REITs,뉴욕 모기지 트러스트
